customer_id,order_day,restaurant_id,rest_type,cuisine,order_value,group_size
1001626,139.9,R11031,Casual Dining,"North Indian, Chinese",374.1,4
1001626,141.9,R02847,Dessert Parlor,"Desserts, Ice Cream",257.48,4
1001626,142.7,R43100,Dessert Parlor,"Ice Cream, Desserts",335.91,4
1001626,143.1,R20670,Dessert Parlor,Desserts,359.54,4
1001626,144.4,R34916,Dessert Parlor,"Desserts, Ice Cream",305.22,4
1001626,144.7,R11648,Dessert Parlor,"Ice Cream, Desserts",426.22,4
1001626,145.3,R38059,Dessert Parlor,"Desserts, Beverages",397.69,4
1001626,146.3,R32033,Dessert Parlor,"Bakery, Desserts, Beverages",564.04,4
1001626,147.1,R14803,Dessert Parlor,"Bakery, Fast Food",305.01,4
1001626,149.0,R33300,Dessert Parlor,Desserts,454.6,4
1001626,149.9,R11648,Dessert Parlor,"Ice Cream, Desserts",430.62,4
1001626,152.3,R13457,Dessert Parlor,"Ice Cream, Desserts",450.21,4
1001626,152.6,R39189,Dessert Parlor,"Ice Cream, Beverages, Fast Food",668.96,4
1001626,154.6,R32729,Casual Dining,"South Indian, North Indian, Continental",662.44,4
1001626,155.0,R16262,Delivery,"American, European, Healthy Food",347.08,4
1001626,156.0,R17854,Dessert Parlor,Desserts,518.72,4
1001626,157.2,R32290,Dessert Parlor,"Ice Cream, Desserts",620.42,4
1001626,157.8,R41015,Dessert Parlor,"Ice Cream, Desserts",330.32,4
1001626,158.1,R44240,Dessert Parlor,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",371.11,4
1001626,158.6,R24967,Dessert Parlor,"Desserts, Beverages",428.89,4
1001626,159.1,R29297,Dessert Parlor,"Ice Cream, Desserts",618.18,4
1001626,159.3,R22895,Dessert Parlor,Ice Cream,125.28,4
1001626,159.5,R19460,Dessert Parlor,"Desserts, Ice Cream",298.7,4
1001626,161.0,R39013,Dessert Parlor,"Ice Cream, Desserts",372.08,4
1001626,161.5,R22821,Dessert Parlor,"Bakery, Fast Food",437.07,4
1001626,161.8,R43889,Dessert Parlor,"Desserts, Ice Cream",790.33,4
1001626,163.3,R29431,Dessert Parlor,Desserts,763.62,4
1001626,163.6,R16719,Dessert Parlor,"Ice Cream, Desserts",312.3,4
1001626,164.8,R15740,Dessert Parlor,"Desserts, Ice Cream",723.48,4
1001626,165.9,R27844,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",624.84,4
1001626,166.5,R07662,Dessert Parlor,"Bakery, Desserts, Beverages",478.88,4
1001626,170.1,R16888,Casual Dining,"Andhra, North Indian, Chinese",543.02,4
1001626,173.2,R10206,Dessert Parlor,"Ice Cream, Desserts",563.95,4
1001626,173.2,R47478,Dessert Parlor,Desserts,444.48,4
1001626,173.6,R42637,Dessert Parlor,"Desserts, Ice Cream",95.33,4
1001626,174.9,R20138,Casual Dining,"North Indian, Arabian, Chinese",973.68,4
1001626,177.0,R22844,Dessert Parlor,"Desserts, Beverages",518.17,4
1001626,177.9,R26638,Dessert Parlor,"Desserts, Beverages",412.82,4
1001626,179.2,R32009,Dessert Parlor,"Desserts, Beverages",450.49,4
1001626,179.4,R09514,Dessert Parlor,Desserts,328.03,4
1001627,17.3,R27111,Quick Bites,"Chinese, Seafood",315.98,1
1001627,54.5,R23081,Quick Bites,"Biryani, Fast Food",196.32,1
1001627,66.8,R36583,Quick Bites,"Fast Food, Biryani, Rolls",435.48,1
1001627,125.3,R28402,Quick Bites,"South Indian, North Indian",310.24,1
1001627,137.6,R46916,Quick Bites,"Biryani, Kebab",256.76,1
1001627,152.6,R13455,Quick Bites,"Mithai, Street Food",246.49,1
1001628,26.4,R32646,Quick Bites,Fast Food,254.39,1
1001628,72.0,R04634,Quick Bites,"South Indian, North Indian, Chinese",185.98,1
1001628,105.3,R50273,Quick Bites,"Asian, Salad, Italian",391.7,1
1001628,115.0,R18701,Quick Bites,South Indian,162.58,1
1001628,122.0,R28760,Quick Bites,North Indian,282.56,1
1001628,136.9,R11254,Quick Bites,"Fast Food, Juices",298.26,1
1001628,141.8,R19361,"Takeaway, Delivery","Desserts, Ice Cream",204.46,1
1001628,176.8,R40884,Quick Bites,"North Indian, Chinese",503.18,1
1001629,10.3,R49628,Quick Bites,North Indian,327.39,1
1001629,10.9,R31338,Quick Bites,"North Indian, Fast Food",332.24,1
1001629,13.6,R35585,Quick Bites,"Fast Food, Beverages",211.05,1
1001629,18.3,R05405,Quick Bites,"Chinese, North Indian",358.64,1
1001629,19.3,R18672,Quick Bites,North Indian,310.6,1
1001629,20.9,R46795,Casual Dining,"North Indian, Chinese",435.71,1
1001629,24.3,R34881,Quick Bites,Fast Food,293.69,1
1001630,20.7,R41491,Food Court,"North Indian, Biryani",528.33,1
1001630,25.7,R19728,Food Court,"Cafe, Desserts",386.62,1
1001630,36.1,R09353,Beverage Shop,"Beverages, Juices",242.76,1
1001630,44.1,R50941,Food Court,North Indian,1041.17,1
1001630,51.6,R47418,Food Court,"Bakery, Desserts, Beverages",612.41,1
1001630,62.0,R46904,Food Court,"Bakery, Desserts, Beverages",506.18,1
1001630,65.6,R33493,Food Court,"Kerala, South Indian",369.47,1
1001630,83.1,R50804,Food Court,"Chinese, Momos",326.91,1
1001630,99.4,R21993,Food Court,"Cafe, Desserts",484.21,1
1001630,111.1,R13386,Food Court,"Tibetan, Momos",438.42,1
1001630,117.1,R02161,Food Court,"Street Food, North Indian",409.17,1
1001630,119.3,R19909,Food Court,"Chinese, Thai",495.6,1
1001630,122.2,R34974,Casual Dining,"North Indian, Chinese",681.25,1
1001630,127.0,R45830,Food Court,"Rolls, Fast Food",245.18,1
1001630,132.3,R39789,Food Court,"North Indian, South Indian, Chinese, Biryani",430.9,1
1001630,139.3,R18308,Dessert Parlor,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",196.52,1
1001630,147.4,R45776,Food Court,"Bakery, Desserts, Beverages",433.94,1
1001631,24.0,R31951,Cafe,"North Indian, Cafe, Fast Food, Beverages",224.58,2
1001631,32.3,R14193,Food Court,"Tibetan, Momos",306.77,2
1001631,43.9,R22135,Food Court,"Chinese, Thai",402.83,2
1001631,54.8,R11617,Food Court,"Desserts, Beverages",415.77,2
1001631,85.2,R05988,Food Court,"South Indian, Street Food",505.59,2
1001631,89.5,R39753,Food Court,Momos,387.52,2
1001631,95.4,R08878,Food Court,"Cafe, Desserts",460.2,2
1001631,99.8,R21919,Food Court,"Cafe, Fast Food, Desserts, Beverages",611.97,2
1001631,116.0,R29471,Quick Bites,"North Indian, Biryani",669.8,2
1001631,123.9,R04126,Food Court,Juices,80.16,2
1001631,140.1,R14749,Food Court,"Desserts, Beverages",244.18,2
1001631,156.1,R13928,Casual Dining,"Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",1049.69,2
1001631,163.0,R00882,Food Court,"Cafe, Fast Food, Desserts, Beverages",343.01,2
1001631,178.0,R40628,Food Court,Juices,120.4,2
1001632,8.9,R49014,Microbrewery,"Continental, North Indian, Italian, South Indian, Finger Food",1539.79,2
1001632,11.3,R04765,Microbrewery,"Continental, North Indian, Italian, South Indian, Finger Food",2140.3,2
1001632,13.4,R10778,Microbrewery,"Continental, American",1150.38,2
1001632,22.3,R04898,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",2027.98,2
1001633,3.1,R43005,Casual Dining,"Pizza, Italian, Continental, Desserts",884.69,5
1001633,8.3,R26892,Pub,"Finger Food, Chinese, Italian, Burger",1949.17,5
1001633,11.0,R09244,Casual Dining,"American, Modern Indian, Italian, South Indian",909.99,5
1001633,21.8,R42150,Casual Dining,"North Indian, Chinese, Biryani",668.84,5
1001633,24.6,R39804,Casual Dining,"Chinese, North Indian",664.28,5
1001633,28.8,R19191,Casual Dining,North Indian,1436.07,5
1001633,32.1,R21616,Casual Dining,"North Indian, Chinese, Biryani",402.81,5
1001633,34.2,R18588,Casual Dining,"Seafood, South Indian, North Indian, Mangalorean, Chinese",539.57,5
1001633,38.8,R50440,Casual Dining,"Korean, Sushi",735.84,5
1001633,40.3,R40923,Casual Dining,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",333.3,5
1001633,48.2,R14736,Casual Dining,"Biryani, Chinese, North Indian, South Indian",565.33,5
1001633,50.0,R28252,Casual Dining,Kashmiri,816.72,5
1001633,60.6,R32319,Casual Dining,Oriya,548.17,5
1001633,62.0,R22702,Quick Bites,North Indian,588.67,5
1001633,67.6,R40149,Casual Dining,"Chinese, Momos",905.43,5
1001633,69.5,R35545,Quick Bites,"Kerala, North Indian, Chinese",383.25,5
1001633,71.6,R21963,Casual Dining,"Andhra, North Indian, Chinese",749.46,5
1001633,75.9,R08922,Casual Dining,"Chinese, Momos",629.26,5
1001633,78.3,R05376,Casual Dining,"Goan, Seafood, Konkan, Desserts",1076.19,5
1001633,81.4,R31378,Casual Dining,North Indian,916.51,5
1001633,89.4,R35194,Casual Dining,"North Indian, Chinese",654.92,5
1001633,95.0,R33774,Casual Dining,"North Indian, Chinese, Continental",1080.18,5
1001633,107.9,R22491,Takeaway,"Chinese, North Indian",356.95,5
1001633,115.3,R27078,Casual Dining,"North Indian, Mughlai, Biryani",549.9,5
1001634,0.2,R21877,Dessert Parlor,"Desserts, Ice Cream",210.05,4
1001634,0.9,R44618,Quick Bites,"South Indian, North Indian",252.54,4
1001634,3.3,R34707,Quick Bites,"North Indian, Chinese, Bengali",500.27,4
1001634,6.5,R14001,Casual Dining,"North Indian, Chinese, Arabian, Juices",593.22,4
1001634,8.3,R01969,Casual Dining,Maharashtrian,734.4,4
1001634,13.7,R18781,Casual Dining,"Andhra, Chinese, North Indian, Biryani",697.61,4
1001634,15.1,R34516,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",430.16,4
1001634,17.0,R14557,Casual Dining,"Biryani, North Indian, Kebab",580.15,4
1001634,18.5,R25940,Casual Dining,"Italian, Chinese, Continental",808.89,4
1001634,19.1,R23377,Casual Dining,"North Indian, Chinese, Biryani",451.51,4
1001634,25.2,R28326,Casual Dining,"Andhra, Biryani",403.12,4
1001634,27.2,R25719,Casual Dining,"Chinese, Malaysian",1109.4,4
1001634,37.3,R43618,Casual Dining,"Continental, Italian",722.63,4
1001634,39.2,R33445,Casual Dining,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",464.17,4
1001634,40.8,R16286,Quick Bites,"North Indian, Chinese, Juices",393.01,4
1001634,42.7,R05120,Casual Dining,"Biryani, Chinese, North Indian, Seafood",683.84,4
1001634,43.0,R31736,Casual Dining,North Indian,568.83,4
1001634,43.3,R04200,Casual Dining,"North Indian, Chinese, Biryani",533.85,4
1001634,46.1,R16806,Casual Dining,"Biryani, North Indian, South Indian, Chinese",620.3,4
1001634,47.9,R30798,Casual Dining,"Biryani, Mughlai, Chinese",534.48,4
1001634,49.9,R09007,Casual Dining,"Continental, Asian, North Indian, Tea",512.69,4
1001634,53.9,R21890,Casual Dining,Biryani,369.22,4
1001634,56.3,R16478,Casual Dining,"Chinese, Thai, Momos",640.78,4
1001634,58.8,R37717,Casual Dining,"Chinese, Thai",1020.66,4
1001634,62.6,R22248,Casual Dining,"Biryani, North Indian, Chinese",559.08,4
1001634,63.3,R37438,Casual Dining,"Nepalese, Tibetan, Momos",1337.79,4
1001634,64.4,R00258,Casual Dining,"North Indian, Chinese",925.97,4
1001634,67.4,R43608,Casual Dining,"North Indian, Fast Food",787.03,4
1001634,76.6,R01267,Casual Dining,"South Indian, Biryani, Chinese, North Indian",992.8,4
1001634,78.1,R17531,Casual Dining,"Biryani, North Indian, Kebab",620.33,4
1001634,78.5,R31018,Casual Dining,"North Indian, Chinese",319.06,4
1001634,81.0,R08505,Quick Bites,"Fast Food, North Indian",353.61,4
1001634,82.1,R03516,Casual Dining,"North Indian, South Indian, Biryani, Beverages",685.33,4
1001634,83.0,R36393,Casual Dining,"Italian, Pizza, Fast Food, Salad",596.05,4
1001634,86.3,R41589,Casual Dining,"Andhra, South Indian",933.93,4
1001634,89.0,R19650,Casual Dining,"North Indian, Kebab, Biryani, Rolls",760.97,4
1001634,90.7,R43456,Casual Dining,"North Indian, South Indian",1352.36,4
1001634,91.8,R23889,Casual Dining,"Andhra, North Indian, Chinese, Biryani",305.44,4
1001634,92.9,R25233,Mess,"Chinese, North Indian, Seafood",328.14,4
1001634,96.0,R22920,Casual Dining,"Biryani, Kebab",1045.47,4
1001634,97.9,R46794,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",922.82,4
1001634,98.1,R18806,Casual Dining,"Biryani, Kebab",533.74,4
1001634,107.2,R49807,Quick Bites,"Biryani, Chinese, Fast Food",605.37,4
1001634,108.3,R44407,Casual Dining,"Seafood, Maharashtrian",720.77,4
1001634,110.0,R25172,Casual Dining,"Andhra, North Indian, Chinese",461.44,4
1001634,114.3,R22498,Casual Dining,"North Indian, Chinese",546.22,4
1001634,114.5,R40683,Casual Dining,"North Indian, Seafood, Chinese, Biryani",611.41,4
1001634,116.4,R33418,Casual Dining,North Indian,545.14,4
1001634,117.0,R25325,Casual Dining,"Mangalorean, Seafood",529.31,4
1001634,119.7,R18461,Casual Dining,North Indian,928.9,4
1001634,122.3,R37698,Casual Dining,North Indian,710.4,4
1001634,124.0,R02382,Casual Dining,"South Indian, North Indian, Chinese",582.59,4
1001634,124.8,R17761,Delivery,"Fast Food, North Indian, Chinese",409.71,4
1001634,128.2,R44361,Casual Dining,"North Indian, South Indian, Chinese, Biryani",414.3,4
1001634,130.0,R30965,Casual Dining,"Chinese, Naga",681.66,4
1001634,134.0,R05513,Casual Dining,"Seafood, Konkan, Mangalorean",476.6,4
1001634,140.9,R19534,Quick Bites,Fast Food,323.49,4
1001634,141.8,R42117,Casual Dining,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",868.23,4
1001634,145.4,R32320,Casual Dining,"Chinese, Tibetan, North Indian",391.77,4
1001634,148.6,R41156,Casual Dining,"North Indian, Biryani, Chinese",395.81,4
1001635,9.8,R50968,Food Court,"Continental, Fast Food",399.9,3
1001635,22.1,R03050,Quick Bites,"Kerala, North Indian, Chinese",378.86,3
1001635,24.4,R03830,Delivery,North Indian,302.53,3
1001635,47.2,R20220,Quick Bites,"Fast Food, Beverages",377.11,3
1001635,59.7,R05412,Delivery,"North Indian, BBQ, Biryani, Kebab",373.39,3
1001635,74.0,R34918,Casual Dining,"North Indian, Chinese",421.26,3
1001635,82.3,R14678,Quick Bites,"Chinese, Tibetan",511.38,3
1001635,89.1,R10173,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",536.43,3
1001635,101.9,R12563,Casual Dining,"North Indian, Chinese, Mughlai",327.26,3
1001635,114.3,R15121,Quick Bites,"Chinese, Fast Food, Momos",230.95,3
1001635,117.9,R40756,Casual Dining,"Andhra, South Indian",525.67,3
1001635,128.3,R39206,Quick Bites,Biryani,153.27,3
1001635,132.6,R31102,Quick Bites,"Burger, Fast Food",322.12,3
1001635,134.1,R20621,Delivery,"Biryani, North Indian, Chinese",493.08,3
1001635,139.0,R32383,Cafe,"Cafe, Desserts, Fast Food, Burger",334.76,3
1001636,1.9,R26666,Delivery,"Biryani, Fast Food",727.56,1
1001636,12.1,R01437,Delivery,"Bakery, Desserts",283.52,1
1001636,17.9,R15680,Delivery,"North Indian, Chinese",584.06,1
1001636,37.4,R01055,Delivery,"North Indian, Biryani",561.36,1
1001636,54.9,R04048,Cafe,"Cafe, Burger, Italian, Salad",958.15,1
1001636,61.2,R32785,Delivery,"North Indian, Healthy Food",234.92,1
1001636,91.7,R49062,Casual Dining,"Andhra, Biryani, South Indian, Chinese",546.81,1
1001636,96.5,R30486,Delivery,"North Indian, South Indian",220.66,1
1001636,105.7,R01427,Delivery,"Fast Food, Burger, Sandwich",439.39,1
1001636,112.1,R34697,Delivery,Burger,270.45,1
1001636,116.9,R09066,Delivery,"Biryani, Fast Food, Rolls, Momos",251.36,1
1001636,123.1,R34580,Casual Dining,"Andhra, North Indian",1036.28,1
1001636,124.5,R24971,Delivery,"South Indian, North Indian, Beverages",523.09,1
1001636,141.8,R44269,Delivery,"North Indian, Chinese, Italian",501.55,1
1001636,146.0,R23731,Delivery,"Continental, North Indian, Desserts, Beverages",619.15,1
1001636,164.3,R20125,Delivery,"Biryani, South Indian, Andhra",358.54,1
1001636,165.6,R26698,Delivery,"Biryani, North Indian",663.45,1
1001637,5.1,R46782,Quick Bites,"North Indian, Chinese, South Indian",409.91,1
1001637,8.1,R19420,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",365.73,1
1001637,13.2,R02816,Dessert Parlor,"Ice Cream, Desserts",281.88,1
1001637,17.8,R33813,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",392.34,1
1001637,19.7,R23125,Quick Bites,"South Indian, Andhra",242.32,1
1001637,21.3,R17808,Casual Dining,"North Indian, Fast Food, Street Food",933.19,1
1001637,28.2,R34013,Quick Bites,Fast Food,332.58,1
1001637,35.1,R19356,Quick Bites,Biryani,241.95,1
1001637,38.0,R18667,Quick Bites,"Fast Food, Bengali, Rolls",462.68,1
1001637,40.0,R04122,Quick Bites,North Indian,207.79,1
1001637,45.9,R48651,Quick Bites,"North Indian, South Indian, Seafood",441.19,1
1001637,46.2,R16230,Bakery,"Bakery, Desserts",393.46,1
1001637,52.6,R40745,Quick Bites,"North Indian, Chinese, Mughlai",786.71,1
1001637,56.1,R22176,Quick Bites,"South Indian, Chinese, North Indian, Seafood",276.83,1
1001637,59.5,R26874,Quick Bites,"North Indian, Fast Food",333.03,1
1001637,62.1,R42714,Quick Bites,"Burger, Continental, Italian, Beverages",891.05,1
1001637,64.6,R47077,Quick Bites,"North Indian, Chinese",394.16,1
1001637,69.7,R27204,Quick Bites,"Juices, Beverages, Fast Food",470.63,1
1001637,75.0,R09063,Quick Bites,"Biryani, North Indian, Fast Food, Chinese",439.79,1
1001637,79.2,R36804,Quick Bites,"Biryani, North Indian, Kebab",653.66,1
1001637,86.1,R33471,Quick Bites,South Indian,275.97,1
1001637,89.5,R26590,Quick Bites,"North Indian, Chinese, Rolls",216.22,1
1001637,91.2,R25800,Quick Bites,"Naga, Goan, Seafood, Chinese",394.73,1
1001637,92.2,R14553,Quick Bites,"Italian, Pizza",695.58,1
1001637,97.1,R25056,Quick Bites,"North Indian, Biryani, Fast Food",482.49,1
1001637,100.7,R25109,Quick Bites,Chinese,260.38,1
1001637,110.4,R23896,Quick Bites,"Chinese, North Indian",825.47,1
1001637,120.1,R31147,Quick Bites,"North Indian, Chinese",349.09,1
1001637,125.7,R19529,Dessert Parlor,Desserts,371.26,1
1001638,7.3,R24320,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",516.71,1
1001638,15.9,R12199,Casual Dining,"Continental, Asian, Italian",1322.13,1
1001638,21.7,R47418,Food Court,"Bakery, Desserts, Beverages",407.41,1
1001639,3.0,R32513,Casual Dining,"Biryani, Mughlai, Chinese",400.64,2
1001639,21.2,R37307,Cafe,"Cafe, Healthy Food",732.99,2
1001639,54.5,R02497,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",667.74,2
1001640,2.3,R04785,Cafe,"Cafe, Italian, Continental, Burger",614.36,4
1001640,6.5,R14459,Cafe,"Cafe, Continental, Italian, Burger",1185.32,4
1001640,28.4,R19964,Cafe,"Cafe, American, Pizza",605.72,4
1001640,34.4,R03437,Cafe,"Cafe, Fast Food, Beverages",497.21,4
1001641,25.1,R35529,Food Court,"Italian, Continental",545.33,2
1001642,0.0,R21647,Quick Bites,"Kerala, South Indian, Chinese",523.11,1
1001642,2.1,R21736,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",262.12,1
1001642,2.4,R29259,Quick Bites,"Biryani, Kebab",435.46,1
1001642,2.5,R36926,Quick Bites,"Fast Food, Beverages",590.36,1
1001642,3.5,R24504,Quick Bites,"Pizza, Fast Food",582.42,1
1001642,5.1,R35069,Quick Bites,Street Food,155.76,1
1001642,5.4,R40795,Quick Bites,"North Indian, Chinese",345.42,1
1001642,6.2,R49672,Quick Bites,Biryani,450.53,1
1001642,6.7,R13246,Cafe,"Cafe, Fast Food, Continental",587.74,1
1001642,7.9,R17573,Dessert Parlor,"Desserts, Beverages",231.5,1
1001642,8.7,R29376,Quick Bites,Fast Food,390.71,1
1001642,9.2,R26749,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",756.24,1
1001642,9.5,R46310,Quick Bites,"North Indian, South Indian, Chinese",267.07,1
1001642,10.7,R28364,Quick Bites,"Beverages, Fast Food",261.76,1
1001642,11.1,R02906,Quick Bites,South Indian,276.56,1
1001642,12.9,R38321,Quick Bites,"Healthy Food, South Indian",450.12,1
1001642,14.1,R01200,Quick Bites,Mangalorean,690.64,1
1001642,14.2,R49349,Quick Bites,North Indian,199.96,1
1001642,14.4,R23100,Quick Bites,North Indian,133.6,1
1001642,15.0,R24661,Quick Bites,"Chinese, Fast Food, Momos",153.86,1
1001642,15.5,R43120,Quick Bites,Burmese,437.29,1
1001642,16.2,R13526,Bakery,"Bakery, French, Fast Food",204.99,1
1001643,6.0,R21693,Beverage Shop,"Beverages, Juices, Ice Cream",152.28,1
1001643,17.2,R44269,Delivery,"North Indian, Chinese, Italian",429.58,1
1001643,23.7,R26622,Delivery,"Sandwich, Beverages",380.62,1
1001643,25.9,R44333,Delivery,North Indian,627.05,1
1001643,33.0,R22732,Delivery,"North Indian, Fast Food, Beverages",693.39,1
1001643,36.9,R04290,Delivery,"North Indian, South Indian, Chinese, Continental",698.16,1
1001643,38.3,R34697,Delivery,Burger,242.07,1
1001643,47.7,R50363,Bakery,"Bakery, Desserts",705.94,1
1001643,49.4,R26434,Delivery,Biryani,644.91,1
1001643,50.5,R27294,Delivery,"Biryani, Chinese, North Indian",759.09,1
1001643,51.2,R03779,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",468.89,1
1001643,51.9,R00929,Dessert Parlor,"Desserts, Beverages",451.06,1
1001643,56.2,R41877,Delivery,Burger,195.86,1
1001643,63.3,R09105,Delivery,"Biryani, North Indian",710.68,1
1001643,70.8,R41966,Delivery,South Indian,539.01,1
1001643,81.2,R15759,Delivery,"Mediterranean, Middle Eastern, Wraps, Rolls",405.3,1
1001643,87.7,R16342,Delivery,"Tea, Beverages",192.82,1
1001644,3.4,R19669,Quick Bites,"Ice Cream, Beverages, Fast Food",240.34,1
1001644,8.6,R04105,Quick Bites,North Indian,298.27,1
1001644,16.9,R08468,Quick Bites,"Chinese, North Indian",237.52,1
1001644,26.1,R04637,Quick Bites,Biryani,436.47,1
1001644,38.3,R26963,Quick Bites,"Kerala, Chinese, South Indian",185.14,1
1001644,39.1,R19420,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",203.69,1
1001644,62.1,R18176,Quick Bites,"Andhra, North Indian, Biryani",155.55,1
1001644,68.9,R29608,Quick Bites,"Beverages, Sandwich",165.68,1
1001644,77.4,R02525,Quick Bites,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",296.23,1
1001644,79.5,R05077,Quick Bites,"Burger, Fast Food, Beverages",486.37,1
1001644,83.0,R40720,Quick Bites,"North Indian, Chinese",847.03,1
1001644,91.8,R50722,Quick Bites,"Andhra, Biryani, North Indian",340.11,1
1001644,103.9,R32440,Casual Dining,"North Indian, Biryani, Chinese",774.49,1
1001644,118.0,R23859,Quick Bites,"Andhra, Chinese, North Indian, South Indian",649.06,1
1001644,124.7,R29581,Delivery,Bakery,517.71,1
1001644,130.2,R37407,Quick Bites,"Continental, Fast Food, Street Food, Momos",394.53,1
1001644,135.6,R06809,Quick Bites,"North Indian, Mughlai",710.08,1
1001644,142.1,R23692,Quick Bites,South Indian,85.37,1
1001644,149.3,R34844,Quick Bites,"South Indian, Kerala, Chinese",304.5,1
1001644,155.5,R35200,Quick Bites,North Indian,238.4,1
1001644,160.9,R29436,Casual Dining,Rajasthani,434.54,1
1001644,173.2,R11073,Quick Bites,"Arabian, Biryani, Beverages, Rolls",469.97,1
1001644,176.9,R09869,Quick Bites,"Fast Food, North Indian",163.18,1
1001645,9.6,R39222,"Food Court, Quick Bites","Pizza, Fast Food",486.31,1
1001645,31.8,R13485,Quick Bites,"North Indian, South Indian, Chinese, Andhra, Biryani",364.22,1
1001645,41.0,R41842,Quick Bites,"Pizza, Fast Food",683.88,1
1001645,59.3,R01175,Quick Bites,"North Indian, Biryani",340.71,1
1001645,75.6,R07752,Quick Bites,North Indian,209.49,1
1001645,83.6,R43607,Quick Bites,South Indian,391.0,1
1001645,96.9,R36794,Quick Bites,"South Indian, Seafood, Biryani",254.97,1
1001645,126.1,R20964,Quick Bites,"South Indian, North Indian, Chinese",289.91,1
1001645,140.3,R30109,"Takeaway, Delivery",North Indian,260.46,1
1001645,145.1,R29092,Kiosk,"Street Food, North Indian",307.37,1
1001645,155.0,R21992,Quick Bites,"South Indian, North Indian, Chinese",658.46,1
1001645,170.0,R11978,Quick Bites,North Indian,57.69,1
1001645,174.0,R14245,Quick Bites,"Biryani, Andhra, Chinese, North Indian",573.9,1
1001646,1.5,R28182,Cafe,"Cafe, Continental, Burger, Salad, Healthy Food, Italian",541.35,2
1001646,4.2,R34438,Cafe,"Cafe, Italian, Pizza",320.67,2
1001646,6.8,R21210,Cafe,"Cafe, Italian, Mexican, Chinese",590.84,2
1001646,7.9,R00458,Cafe,"Cafe, Italian, Continental",743.01,2
1001646,19.7,R36400,Cafe,"Cafe, Continental",534.24,2
1001646,27.4,R39207,Cafe,"Cafe, Continental, Italian",586.39,2
1001646,28.1,R06243,Cafe,"Cafe, Fast Food, Pizza, Burger",447.03,2
1001646,29.1,R23809,Casual Dining,"North Indian, Chinese",567.91,2
1001646,38.7,R19842,Cafe,"Cafe, Italian, Beverages",756.16,2
1001646,40.9,R05340,Cafe,"Cafe, Italian",203.33,2
1001646,48.8,R38365,Cafe,"Cafe, Beverages, Fast Food",358.1,2
1001646,49.6,R30763,Cafe,"Cafe, Italian, Burger, American, Steak",548.74,2
1001646,61.0,R33570,Cafe,"Cafe, American, Burger, Sandwich, Beverages",641.92,2
1001646,69.2,R49495,"Bakery, Cafe","Bakery, Desserts, Cafe, Italian, Pizza",332.1,2
1001646,76.3,R00420,Cafe,"Cafe, Italian",602.19,2
1001646,78.3,R41887,Cafe,"Cafe, Italian, Burger, American, Steak",567.34,2
1001646,82.8,R02483,Cafe,"Cafe, Fast Food",584.05,2
1001646,89.0,R02755,Cafe,"Cafe, Beverages",672.22,2
1001646,96.1,R34699,Cafe,"Cafe, Beverages, Fast Food",207.66,2
1001646,100.6,R03437,Cafe,"Cafe, Fast Food, Beverages",426.91,2
1001646,104.7,R34380,Cafe,"Cafe, North Indian, Pizza, Sandwich, Salad",683.71,2
1001646,106.5,R18517,Cafe,"Cafe, Continental, Tea, Beverages, Desserts",371.74,2
1001646,110.4,R41246,Quick Bites,North Indian,391.5,2
1001646,124.3,R34743,Cafe,"Cafe, Desserts",653.91,2
1001646,132.9,R28167,Cafe,"Cafe, Desserts",599.1,2
1001646,140.1,R16010,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",835.17,2
1001646,141.9,R20118,Cafe,"Cafe, Beverages",245.85,2
1001646,143.0,R02503,Cafe,"Cafe, Continental",790.44,2
1001646,150.0,R17608,Cafe,"Cafe, Continental, Tea, Beverages, Desserts",384.99,2
1001646,163.1,R14886,Cafe,Cafe,490.96,2
1001646,173.4,R07554,"Takeaway, Delivery","Biryani, Charcoal Chicken",904.13,2
1001647,95.4,R42242,Delivery,"Healthy Food, Beverages",725.16,1
