customer_id,identity_segment,engagement_tier,age,income,cost_preference,preferred_price_tier,group_size,explore_prob,preferred_rest_type,order_frequency_days,base_churn_hazard,location
1002471,Office Worker,occasional,40,74864,415.0,Budget,2,0.2,Cafe,5.7,0.06,HSR
1002472,Couple,regular,35,90872,1382.0,Premium,1,0.3,Fine Dining,13.1,0.03,Jayanagar
1002473,Family,regular,48,144065,748.0,Mid-range,4,0.15,Casual Dining,3.5,0.03,Brigade Road
1002474,Office Worker,power_user,29,44230,542.0,Mid-range,3,0.2,Casual Dining,6.2,0.01,Malleshwaram
1002475,Office Worker,occasional,25,69502,214.0,Budget,1,0.2,Casual Dining,7.6,0.06,MG Road
1002476,Student,occasional,21,23950,359.0,Budget,3,0.35,Bakery,7.0,0.06,Koramangala 7th Block
1002477,Student,occasional,21,11175,233.0,Budget,3,0.35,Dessert Parlor,2.8,0.06,Jayanagar
1002478,Student,occasional,20,18070,306.0,Budget,1,0.35,Quick Bites,9.1,0.06,Whitefield
1002479,Office Worker,trial_only,36,47846,574.0,Mid-range,2,0.2,Quick Bites,16.3,0.15,Residency Road
1002480,Food Explorer,occasional,40,87309,399.0,Budget,1,0.7,Dessert Parlor,18.1,0.06,Commercial Street
1002481,Office Worker,trial_only,24,56298,354.0,Budget,2,0.2,Quick Bites,12.0,0.15,Banashankari
1002482,Student,occasional,18,21951,270.0,Budget,1,0.35,Cafe,14.1,0.06,HSR
1002483,Student,power_user,19,14238,265.0,Budget,1,0.35,Cafe,1.6,0.01,Kammanahalli
1002484,Office Worker,trial_only,33,85735,345.0,Budget,2,0.2,Casual Dining,44.9,0.15,Koramangala 4th Block
1002485,Couple,occasional,24,124972,1232.0,Premium,1,0.3,Pub,20.4,0.06,MG Road
1002486,Office Worker,occasional,26,70201,466.0,Budget,2,0.2,Food Court,18.9,0.06,Richmond Road
1002487,Couple,regular,32,77565,1339.0,Premium,2,0.3,Fine Dining,0.4,0.03,Electronic City
1002488,Couple,regular,32,118260,954.0,Mid-range,2,0.3,Fine Dining,2.7,0.03,Brigade Road
1002489,Student,trial_only,23,15873,224.0,Budget,2,0.35,Quick Bites,47.6,0.15,Indiranagar
1002490,Family,regular,39,118376,776.0,Mid-range,4,0.15,Dessert Parlor,3.4,0.03,Ulsoor
1002491,Food Explorer,power_user,38,61460,539.0,Mid-range,1,0.7,Bhojanalya,4.4,0.01,Koramangala 1st Block
1002492,Office Worker,regular,36,48189,427.0,Budget,1,0.2,Cafe,1.5,0.03,Jayanagar
1002493,Student,occasional,20,26235,243.0,Budget,3,0.35,Cafe,17.4,0.06,JP Nagar
1002494,Food Explorer,trial_only,40,65117,683.0,Mid-range,1,0.7,Delivery,31.8,0.15,Banashankari
1002495,Couple,occasional,42,123013,917.0,Mid-range,2,0.3,Cafe,16.3,0.06,Bellandur
1002496,Office Worker,trial_only,31,60239,438.0,Budget,2,0.2,Cafe,66.9,0.15,JP Nagar
1002497,Family,occasional,50,177730,739.0,Mid-range,3,0.15,Casual Dining,5.2,0.06,New BEL Road
1002498,Student,regular,19,14797,297.0,Budget,1,0.35,Quick Bites,10.5,0.03,Koramangala 7th Block
1002499,Couple,regular,28,144486,1556.0,Premium,1,0.3,Microbrewery,6.6,0.03,Banashankari
1002500,Office Worker,regular,37,37945,319.0,Budget,1,0.2,Casual Dining,18.1,0.03,Koramangala 6th Block
1002501,Student,occasional,23,23742,109.0,Budget,1,0.35,Dessert Parlor,8.6,0.06,Ulsoor
1002502,Family,power_user,27,104684,681.0,Mid-range,3,0.15,Casual Dining,5.2,0.01,BTM
1002503,Food Explorer,regular,36,100184,312.0,Budget,1,0.7,Bhojanalya,16.9,0.03,Indiranagar
1002504,Couple,trial_only,35,63047,296.0,Budget,1,0.3,Cafe,11.0,0.15,Banaswadi
1002505,Office Worker,occasional,33,45285,625.0,Mid-range,1,0.2,Casual Dining,8.0,0.06,Kammanahalli
1002506,Student,power_user,23,15769,345.0,Budget,1,0.35,Quick Bites,4.5,0.01,BTM
1002507,Food Explorer,occasional,25,113660,767.0,Mid-range,1,0.7,Takeaway,18.3,0.06,Basavanagudi
1002508,Food Explorer,occasional,29,82802,529.0,Mid-range,1,0.7,Casual Dining,10.5,0.06,JP Nagar
1002509,Office Worker,trial_only,28,39853,492.0,Budget,2,0.2,Quick Bites,29.5,0.15,Shanti Nagar
1002510,Family,occasional,40,154812,715.0,Mid-range,4,0.15,Cafe,10.2,0.06,Marathahalli
1002511,Office Worker,power_user,25,47134,531.0,Mid-range,2,0.2,Cafe,2.1,0.01,Indiranagar
1002512,Office Worker,regular,25,43486,469.0,Budget,2,0.2,Food Court,3.4,0.03,Indiranagar
1002513,Student,regular,22,22358,297.0,Budget,2,0.35,Quick Bites,9.2,0.03,Richmond Road
1002514,Student,occasional,18,29792,303.0,Budget,1,0.35,Quick Bites,7.9,0.06,Richmond Road
1002515,Student,occasional,20,30989,417.0,Budget,1,0.35,Dessert Parlor,2.8,0.06,Koramangala 4th Block
1002516,Couple,occasional,45,51554,1250.0,Premium,1,0.3,Pub,12.7,0.06,Seshadripuram
1002517,Student,occasional,24,32452,218.0,Budget,1,0.35,Quick Bites,16.1,0.06,Indiranagar
1002518,Student,regular,19,34926,327.0,Budget,1,0.35,Food Court,2.1,0.03,Ulsoor
1002519,Office Worker,regular,39,49253,499.0,Budget,1,0.2,Cafe,6.7,0.03,Bellandur
1002520,Student,regular,20,22923,288.0,Budget,2,0.35,Cafe,2.1,0.03,Koramangala 6th Block
1002521,Student,regular,19,19410,296.0,Budget,2,0.35,Dessert Parlor,2.9,0.03,HSR
1002522,Family,occasional,38,117106,587.0,Mid-range,3,0.15,Casual Dining,6.8,0.06,Jeevan Bhima Nagar
1002523,Office Worker,trial_only,31,69140,460.0,Budget,1,0.2,Casual Dining,37.7,0.15,Old Airport Road
1002524,Family,regular,33,138067,557.0,Mid-range,5,0.15,Casual Dining,2.4,0.03,Majestic
1002525,Food Explorer,occasional,30,77975,537.0,Mid-range,1,0.7,Confectionery,25.1,0.06,Residency Road
1002526,Student,regular,18,21879,246.0,Budget,3,0.35,Quick Bites,12.8,0.03,Malleshwaram
1002527,Food Explorer,occasional,27,79086,846.0,Mid-range,1,0.7,Meat Shop,6.3,0.06,BTM
1002528,Food Explorer,power_user,25,72642,987.0,Mid-range,1,0.7,Pop Up,3.7,0.01,Bellandur
1002529,Couple,occasional,44,62320,857.0,Mid-range,2,0.3,Cafe,16.1,0.06,BTM
1002530,Family,regular,37,104518,799.0,Mid-range,3,0.15,Casual Dining,7.1,0.03,Bommanahalli
1002531,Family,regular,39,145864,738.0,Mid-range,1,0.15,Fine Dining,13.3,0.03,Koramangala 4th Block
1002532,Family,occasional,35,177340,893.0,Mid-range,4,0.15,Casual Dining,9.7,0.06,BTM
1002533,Family,regular,51,157522,819.0,Mid-range,3,0.15,Casual Dining,6.7,0.03,Koramangala 4th Block
1002534,Student,occasional,23,31538,269.0,Budget,1,0.35,Quick Bites,17.3,0.06,MG Road
1002535,Food Explorer,regular,35,102648,623.0,Mid-range,2,0.7,Irani Cafe,0.8,0.03,Hosur Road
1002536,Family,trial_only,31,120289,757.0,Mid-range,5,0.15,Dessert Parlor,42.7,0.15,MG Road
1002537,Couple,regular,30,118202,1677.0,Premium,2,0.3,Fine Dining,17.6,0.03,Rajajinagar
1002538,Office Worker,occasional,39,80187,371.0,Budget,2,0.2,Cafe,2.0,0.06,New BEL Road
1002539,Student,trial_only,24,15572,321.0,Budget,1,0.35,Dessert Parlor,29.9,0.15,Frazer Town
1002540,Office Worker,occasional,28,38945,501.0,Mid-range,3,0.2,Food Court,10.9,0.06,HSR
1002541,Office Worker,regular,29,45981,494.0,Budget,1,0.2,Cafe,7.5,0.03,Jayanagar
1002542,Office Worker,occasional,28,61767,420.0,Budget,2,0.2,Quick Bites,21.3,0.06,Brookefield
1002543,Office Worker,power_user,37,77172,587.0,Mid-range,1,0.2,Quick Bites,1.5,0.01,Commercial Street
1002544,Student,occasional,24,21254,133.0,Budget,1,0.35,Quick Bites,16.4,0.06,Koramangala 5th Block
1002545,Office Worker,regular,38,88973,341.0,Budget,1,0.2,Quick Bites,13.3,0.03,BTM
1002546,Office Worker,occasional,38,49493,516.0,Mid-range,1,0.2,Casual Dining,23.5,0.06,Shivajinagar
1002547,Food Explorer,trial_only,28,76957,380.0,Budget,2,0.7,Dhaba,39.9,0.15,JP Nagar
1002548,Student,regular,20,32961,225.0,Budget,2,0.35,Cafe,4.6,0.03,Koramangala 7th Block
1002549,Office Worker,power_user,39,40243,403.0,Budget,2,0.2,Quick Bites,1.8,0.01,Sahakara Nagar
1002550,Office Worker,regular,30,79950,371.0,Budget,1,0.2,Delivery,7.1,0.03,Residency Road
1002551,Office Worker,occasional,26,39060,514.0,Mid-range,2,0.2,Quick Bites,15.4,0.06,Koramangala 5th Block
1002552,Office Worker,regular,38,84426,540.0,Mid-range,1,0.2,Cafe,11.1,0.03,Bommanahalli
1002553,Family,occasional,37,98786,818.0,Mid-range,2,0.15,Fine Dining,15.0,0.06,JP Nagar
1002554,Food Explorer,occasional,23,90817,864.0,Mid-range,1,0.7,Irani Cafe,21.4,0.06,Lavelle Road
1002555,Office Worker,trial_only,39,72702,311.0,Budget,2,0.2,Quick Bites,5.4,0.15,BTM
1002556,Family,regular,30,105146,815.0,Mid-range,4,0.15,Fine Dining,9.1,0.03,JP Nagar
1002557,Student,power_user,20,23757,408.0,Budget,1,0.35,Food Court,4.0,0.01,HSR
1002558,Office Worker,regular,32,75409,548.0,Mid-range,1,0.2,Delivery,12.8,0.03,Koramangala 6th Block
1002559,Office Worker,occasional,27,82553,594.0,Mid-range,1,0.2,Quick Bites,1.9,0.06,Koramangala 4th Block
1002560,Student,regular,23,12714,253.0,Budget,1,0.35,Quick Bites,15.2,0.03,Malleshwaram
1002561,Family,regular,44,119454,983.0,Mid-range,6,0.15,Cafe,5.4,0.03,Indiranagar
1002562,Family,regular,40,162370,715.0,Mid-range,1,0.15,Casual Dining,4.3,0.03,Seshadripuram
1002563,Family,occasional,27,126707,919.0,Mid-range,3,0.15,Cafe,22.3,0.06,BTM
1002564,Office Worker,trial_only,31,31726,581.0,Mid-range,1,0.2,Food Court,21.0,0.15,Indiranagar
1002565,Family,regular,29,75060,641.0,Mid-range,3,0.15,Casual Dining,8.1,0.03,BTM
1002566,Office Worker,regular,40,79093,264.0,Budget,1,0.2,Quick Bites,8.2,0.03,Marathahalli
1002567,Student,regular,23,20584,448.0,Budget,1,0.35,Cafe,25.2,0.03,Basaveshwara Nagar
1002568,Student,regular,18,27599,339.0,Budget,1,0.35,Quick Bites,23.0,0.03,Indiranagar
1002569,Family,trial_only,39,167115,779.0,Mid-range,3,0.15,Fine Dining,52.1,0.15,Indiranagar
1002570,Food Explorer,occasional,36,47076,559.0,Mid-range,2,0.7,Confectionery,6.9,0.06,Indiranagar
1002571,Student,occasional,21,21378,132.0,Budget,2,0.35,Cafe,18.2,0.06,Lavelle Road
1002572,Family,trial_only,24,77639,842.0,Mid-range,3,0.15,Casual Dining,10.5,0.15,Koramangala 4th Block
1002573,Couple,occasional,27,134221,1041.0,Premium,3,0.3,Cafe,12.7,0.06,Bannerghatta Road
1002574,Couple,regular,40,95239,1216.0,Premium,1,0.3,Fine Dining,4.8,0.03,Marathahalli
1002575,Office Worker,occasional,32,82600,453.0,Budget,2,0.2,Quick Bites,39.3,0.06,Richmond Road
1002576,Family,regular,39,95985,124.0,Budget,5,0.15,Food Court,5.3,0.03,Kaggadasapura
1002577,Family,regular,29,77439,898.0,Mid-range,6,0.15,Casual Dining,11.5,0.03,Bellandur
1002578,Couple,trial_only,29,136730,1257.0,Premium,1,0.3,Cafe,28.3,0.15,JP Nagar
1002579,Student,regular,20,25330,326.0,Budget,2,0.35,Dessert Parlor,11.6,0.03,Bannerghatta Road
1002580,Food Explorer,occasional,32,55426,554.0,Mid-range,1,0.7,Dhaba,1.6,0.06,Koramangala 5th Block
1002581,Student,regular,21,27357,304.0,Budget,1,0.35,Beverage Shop,5.7,0.03,MG Road
1002582,Couple,regular,43,91708,1252.0,Premium,1,0.3,Cafe,11.3,0.03,BTM
1002583,Student,occasional,19,11165,322.0,Budget,1,0.35,Cafe,24.5,0.06,Bellandur
1002584,Student,occasional,21,16512,338.0,Budget,1,0.35,Quick Bites,20.7,0.06,BTM
1002585,Student,occasional,19,28752,323.0,Budget,1,0.35,Dessert Parlor,9.2,0.06,BTM
1002586,Office Worker,regular,23,37631,635.0,Mid-range,1,0.2,Casual Dining,9.8,0.03,Marathahalli
1002587,Office Worker,power_user,30,50259,377.0,Budget,1,0.2,Quick Bites,3.8,0.01,Brookefield
1002588,Student,occasional,18,16493,270.0,Budget,1,0.35,Cafe,14.9,0.06,Kalyan Nagar
1002589,Office Worker,occasional,29,73977,619.0,Mid-range,1,0.2,Cafe,23.1,0.06,St. Marks Road
1002590,Office Worker,occasional,34,81600,435.0,Budget,2,0.2,Food Court,6.1,0.06,Bellandur
1002591,Couple,occasional,32,128758,1479.0,Premium,1,0.3,Cafe,12.1,0.06,Koramangala 5th Block
1002592,Couple,trial_only,38,121550,1241.0,Premium,2,0.3,Cafe,6.6,0.15,BTM
1002593,Family,occasional,30,70745,754.0,Mid-range,3,0.15,Fine Dining,4.0,0.06,Whitefield
1002594,Student,regular,20,32856,379.0,Budget,2,0.35,Quick Bites,3.1,0.03,Brigade Road
1002595,Office Worker,occasional,38,39709,502.0,Mid-range,2,0.2,Cafe,35.9,0.06,Whitefield
1002596,Food Explorer,occasional,26,72422,216.0,Budget,2,0.7,Microbrewery,24.1,0.06,Brookefield
1002597,Student,trial_only,21,30695,314.0,Budget,1,0.35,Quick Bites,15.5,0.15,MG Road
1002598,Office Worker,regular,35,44425,350.0,Budget,1,0.2,Casual Dining,5.0,0.03,Bellandur
1002599,Food Explorer,occasional,28,57345,918.0,Mid-range,1,0.7,Bakery,9.5,0.06,Frazer Town
1002600,Food Explorer,regular,27,42105,1038.0,Premium,2,0.7,Mess,8.9,0.03,Electronic City
1002601,Office Worker,occasional,35,51493,637.0,Mid-range,1,0.2,Casual Dining,6.4,0.06,BTM
1002602,Family,trial_only,22,119419,872.0,Mid-range,4,0.15,Food Court,79.6,0.15,Residency Road
1002603,Office Worker,trial_only,27,58044,404.0,Budget,1,0.2,Casual Dining,82.7,0.15,MG Road
1002604,Couple,regular,33,53972,1297.0,Premium,1,0.3,Lounge,7.8,0.03,Brigade Road
1002605,Student,regular,19,15124,225.0,Budget,2,0.35,Cafe,4.5,0.03,HSR
1002606,Student,occasional,21,10106,488.0,Budget,2,0.35,Cafe,29.8,0.06,Brigade Road
1002607,Family,occasional,42,86997,1039.0,Premium,4,0.15,Casual Dining,23.2,0.06,Whitefield
1002608,Student,trial_only,24,25118,324.0,Budget,2,0.35,Quick Bites,11.2,0.15,"ITPL Main Road, Whitefield"
1002609,Family,regular,41,61046,999.0,Mid-range,4,0.15,Casual Dining,6.1,0.03,Electronic City
1002610,Office Worker,trial_only,33,39889,401.0,Budget,1,0.2,Cafe,25.1,0.15,New BEL Road
1002611,Couple,occasional,39,104401,868.0,Mid-range,2,0.3,Lounge,1.3,0.06,Sarjapur Road
1002612,Couple,regular,28,105978,536.0,Mid-range,3,0.3,Lounge,10.3,0.03,Church Street
1002613,Office Worker,regular,31,83774,458.0,Budget,1,0.2,Food Court,4.7,0.03,Electronic City
1002614,Couple,occasional,42,107352,1138.0,Premium,2,0.3,Cafe,16.2,0.06,Sarjapur Road
1002615,Office Worker,regular,26,85553,502.0,Mid-range,1,0.2,Quick Bites,13.1,0.03,Koramangala 1st Block
1002616,Office Worker,occasional,28,73431,451.0,Budget,1,0.2,Quick Bites,14.5,0.06,Nagawara
1002617,Student,occasional,19,23762,338.0,Budget,1,0.35,Quick Bites,22.8,0.06,HSR
1002618,Couple,occasional,45,88313,1443.0,Premium,3,0.3,Cafe,12.2,0.06,Jayanagar
1002619,Couple,regular,31,61130,762.0,Mid-range,2,0.3,Cafe,1.5,0.03,Koramangala 6th Block
1002620,Food Explorer,trial_only,28,96413,817.0,Mid-range,1,0.7,Sweet Shop,67.1,0.15,BTM
1002621,Couple,occasional,41,143807,1078.0,Premium,1,0.3,Cafe,34.9,0.06,Shanti Nagar
1002622,Food Explorer,occasional,39,69277,729.0,Mid-range,2,0.7,Sweet Shop,5.2,0.06,Domlur
1002623,Student,occasional,18,18888,382.0,Budget,1,0.35,Quick Bites,42.2,0.06,JP Nagar
1002624,Food Explorer,occasional,38,47823,857.0,Mid-range,1,0.7,Food Truck,10.9,0.06,Kumaraswamy Layout
1002625,Family,trial_only,45,131720,826.0,Mid-range,2,0.15,Fine Dining,26.6,0.15,Ulsoor
1002626,Office Worker,occasional,38,48599,468.0,Budget,1,0.2,Casual Dining,21.3,0.06,Koramangala 4th Block
1002627,Family,occasional,23,61219,978.0,Mid-range,4,0.15,Casual Dining,17.7,0.06,Jayanagar
1002628,Office Worker,regular,23,30454,300.0,Budget,1,0.2,Cafe,1.0,0.03,Sarjapur Road
1002629,Office Worker,regular,29,50135,355.0,Budget,2,0.2,Food Court,14.2,0.03,Whitefield
1002630,Student,occasional,23,21561,278.0,Budget,1,0.35,Dessert Parlor,12.0,0.06,BTM
1002631,Student,regular,21,21429,193.0,Budget,2,0.35,Cafe,4.2,0.03,Basavanagudi
1002632,Office Worker,occasional,35,74419,423.0,Budget,2,0.2,Cafe,20.4,0.06,HBR Layout
1002633,Couple,trial_only,29,102806,1102.0,Premium,2,0.3,Fine Dining,32.2,0.15,BTM
1002634,Family,regular,32,154170,817.0,Mid-range,3,0.15,Fine Dining,15.8,0.03,Koramangala 4th Block
1002635,Office Worker,power_user,38,47821,444.0,Budget,1,0.2,Delivery,6.4,0.01,Whitefield
1002636,Office Worker,occasional,31,43926,557.0,Mid-range,1,0.2,Casual Dining,8.8,0.06,Marathahalli
1002637,Office Worker,power_user,37,62373,507.0,Mid-range,1,0.2,Casual Dining,2.2,0.01,Indiranagar
1002638,Student,occasional,22,12641,294.0,Budget,1,0.35,Dessert Parlor,5.3,0.06,BTM
1002639,Couple,occasional,27,126452,1100.0,Premium,3,0.3,Fine Dining,32.2,0.06,RT Nagar
1002640,Student,occasional,24,14635,296.0,Budget,2,0.35,Quick Bites,26.4,0.06,Sarjapur Road
1002641,Family,occasional,54,169812,794.0,Mid-range,5,0.15,Fine Dining,8.9,0.06,Koramangala 6th Block
1002642,Couple,occasional,41,148372,1956.0,Premium,1,0.3,Microbrewery,24.3,0.06,Sarjapur Road
1002643,Family,regular,36,124499,508.0,Mid-range,5,0.15,Fine Dining,3.1,0.03,BTM
1002644,Couple,regular,33,81210,922.0,Mid-range,3,0.3,Microbrewery,7.9,0.03,Bannerghatta Road
1002645,Office Worker,regular,28,50321,343.0,Budget,2,0.2,Delivery,8.5,0.03,Bommanahalli
1002646,Couple,trial_only,38,92928,1281.0,Premium,2,0.3,Fine Dining,32.5,0.15,Koramangala 6th Block
1002647,Family,regular,31,117513,846.0,Mid-range,1,0.15,Casual Dining,1.8,0.03,Bannerghatta Road
1002648,Couple,regular,28,57562,1028.0,Premium,1,0.3,Fine Dining,10.5,0.03,JP Nagar
1002649,Family,regular,22,83704,979.0,Mid-range,7,0.15,Food Court,3.5,0.03,Whitefield
1002650,Couple,regular,33,128933,1311.0,Premium,1,0.3,Fine Dining,2.0,0.03,Rajajinagar
1002651,Food Explorer,regular,37,44216,835.0,Mid-range,1,0.7,Casual Dining,10.3,0.03,Banashankari
1002652,Office Worker,occasional,37,56909,570.0,Mid-range,2,0.2,Quick Bites,34.7,0.06,Jayanagar
1002653,Couple,regular,42,137503,561.0,Mid-range,1,0.3,Fine Dining,1.9,0.03,St. Marks Road
1002654,Family,occasional,41,70487,937.0,Mid-range,6,0.15,Casual Dining,1.2,0.06,BTM
1002655,Office Worker,regular,38,85533,321.0,Budget,1,0.2,Casual Dining,4.1,0.03,Brookefield
1002656,Food Explorer,occasional,36,77835,662.0,Mid-range,1,0.7,Food Court,17.3,0.06,Koramangala 7th Block
1002657,Office Worker,regular,37,55404,443.0,Budget,1,0.2,Casual Dining,3.2,0.03,Commercial Street
1002658,Family,occasional,38,145593,794.0,Mid-range,5,0.15,Casual Dining,17.7,0.06,Old Airport Road
1002659,Student,trial_only,18,29430,204.0,Budget,1,0.35,Cafe,16.7,0.15,Indiranagar
1002660,Student,regular,20,21826,382.0,Budget,1,0.35,Cafe,2.3,0.03,BTM
1002661,Couple,trial_only,42,58312,813.0,Mid-range,1,0.3,Fine Dining,3.1,0.15,Domlur
1002662,Office Worker,regular,36,88118,525.0,Mid-range,1,0.2,Casual Dining,13.7,0.03,Lavelle Road
1002663,Office Worker,occasional,23,30530,307.0,Budget,1,0.2,Cafe,18.8,0.06,Koramangala 5th Block
1002664,Student,occasional,18,31792,299.0,Budget,1,0.35,Dessert Parlor,22.1,0.06,Koramangala 7th Block
1002665,Office Worker,regular,34,56043,630.0,Mid-range,2,0.2,Casual Dining,0.3,0.03,Marathahalli
1002666,Couple,regular,45,101481,1908.0,Premium,1,0.3,Lounge,4.9,0.03,Basavanagudi
1002667,Couple,power_user,40,126503,714.0,Mid-range,2,0.3,Microbrewery,6.5,0.01,Domlur
1002668,Student,occasional,24,33513,244.0,Budget,2,0.35,Dessert Parlor,56.2,0.06,Ulsoor
1002669,Family,regular,22,78050,695.0,Mid-range,3,0.15,Cafe,11.9,0.03,Seshadripuram
1002670,Office Worker,trial_only,38,78684,676.0,Mid-range,3,0.2,Cafe,27.0,0.15,BTM
1002671,Family,regular,24,139337,786.0,Mid-range,2,0.15,Casual Dining,3.4,0.03,Bannerghatta Road
1002672,Office Worker,trial_only,38,52096,557.0,Mid-range,1,0.2,Food Court,36.4,0.15,Jayanagar
1002673,Office Worker,regular,40,55544,480.0,Budget,1,0.2,Quick Bites,1.1,0.03,Whitefield
1002674,Office Worker,occasional,32,76285,330.0,Budget,3,0.2,Quick Bites,5.5,0.06,Marathahalli
1002675,Family,regular,39,76803,428.0,Budget,2,0.15,Casual Dining,5.4,0.03,HSR
1002676,Office Worker,regular,31,60351,389.0,Budget,1,0.2,Casual Dining,11.8,0.03,Brigade Road
1002677,Office Worker,power_user,32,73331,682.0,Mid-range,1,0.2,Cafe,2.9,0.01,Jayanagar
1002678,Couple,occasional,42,103911,1277.0,Premium,2,0.3,Cafe,21.0,0.06,Koramangala 4th Block
1002679,Family,regular,30,113743,1011.0,Premium,2,0.15,Food Court,8.2,0.03,Bellandur
1002680,Office Worker,occasional,28,61237,308.0,Budget,1,0.2,Cafe,9.1,0.06,BTM
1002681,Couple,trial_only,45,101153,1102.0,Premium,3,0.3,Microbrewery,6.3,0.15,Koramangala 7th Block
1002682,Couple,regular,42,130368,1434.0,Premium,2,0.3,Fine Dining,3.4,0.03,Koramangala 6th Block
1002683,Student,power_user,21,30524,213.0,Budget,2,0.35,Cafe,3.2,0.01,Shivajinagar
1002684,Family,regular,27,170229,787.0,Mid-range,4,0.15,Food Court,3.4,0.03,Indiranagar
1002685,Office Worker,regular,40,34327,362.0,Budget,1,0.2,Food Court,7.2,0.03,Residency Road
1002686,Family,occasional,51,98342,965.0,Mid-range,3,0.15,Fine Dining,39.7,0.06,Old Airport Road
1002687,Student,occasional,20,31920,332.0,Budget,1,0.35,Quick Bites,2.7,0.06,Richmond Road
1002688,Family,regular,39,137031,937.0,Mid-range,3,0.15,Casual Dining,10.0,0.03,HSR
1002689,Office Worker,regular,30,52609,537.0,Mid-range,1,0.2,Quick Bites,1.2,0.03,Bannerghatta Road
1002690,Office Worker,occasional,38,67705,427.0,Budget,1,0.2,Quick Bites,18.4,0.06,Bannerghatta Road
1002691,Food Explorer,regular,35,77052,851.0,Mid-range,3,0.7,Food Truck,9.9,0.03,Whitefield
1002692,Office Worker,occasional,31,83250,391.0,Budget,1,0.2,Casual Dining,7.7,0.06,Jayanagar
1002693,Couple,trial_only,45,105811,1388.0,Premium,2,0.3,Lounge,56.4,0.15,Malleshwaram
1002694,Food Explorer,regular,33,75777,107.0,Budget,1,0.7,Quick Bites,8.7,0.03,Marathahalli
1002695,Couple,occasional,34,112357,976.0,Mid-range,2,0.3,Fine Dining,44.3,0.06,JP Nagar
1002696,Student,trial_only,24,14754,485.0,Budget,2,0.35,Bakery,17.4,0.15,Kammanahalli
1002697,Couple,occasional,33,127075,1383.0,Premium,4,0.3,Pub,9.2,0.06,Marathahalli
1002698,Student,occasional,20,15077,349.0,Budget,1,0.35,Dessert Parlor,3.4,0.06,Bellandur
1002699,Office Worker,occasional,29,31423,368.0,Budget,1,0.2,Delivery,53.5,0.06,BTM
1002700,Couple,occasional,28,55127,872.0,Mid-range,1,0.3,Microbrewery,29.4,0.06,New BEL Road
1002701,Family,occasional,30,67936,747.0,Mid-range,2,0.15,Casual Dining,4.8,0.06,BTM
1002702,Office Worker,occasional,24,36043,443.0,Budget,2,0.2,Casual Dining,20.9,0.06,Sarjapur Road
1002703,Office Worker,occasional,36,33040,641.0,Mid-range,1,0.2,Casual Dining,37.3,0.06,Brookefield
1002704,Couple,occasional,36,80122,1506.0,Premium,4,0.3,Fine Dining,9.2,0.06,HSR
1002705,Family,regular,53,175296,822.0,Mid-range,5,0.15,Dessert Parlor,3.8,0.03,Indiranagar
1002706,Office Worker,trial_only,33,36153,457.0,Budget,1,0.2,Quick Bites,5.2,0.15,Sanjay Nagar
1002707,Couple,regular,25,117610,1427.0,Premium,1,0.3,Fine Dining,12.6,0.03,Bellandur
1002708,Student,regular,22,31778,194.0,Budget,1,0.35,Food Court,3.4,0.03,Sarjapur Road
1002709,Student,regular,19,30231,146.0,Budget,1,0.35,Dessert Parlor,1.7,0.03,Domlur
1002710,Family,regular,21,103442,949.0,Mid-range,6,0.15,Casual Dining,9.3,0.03,St. Marks Road
1002711,Food Explorer,occasional,34,44220,618.0,Mid-range,2,0.7,Lounge,2.9,0.06,Jayanagar
1002712,Student,regular,18,19212,195.0,Budget,1,0.35,Quick Bites,7.8,0.03,Shanti Nagar
1002713,Student,occasional,20,25039,132.0,Budget,1,0.35,Cafe,4.2,0.06,Jayanagar
1002714,Student,occasional,24,28938,372.0,Budget,2,0.35,Food Court,21.7,0.06,Rajajinagar
1002715,Couple,regular,29,64180,1044.0,Premium,1,0.3,Fine Dining,2.3,0.03,Kammanahalli
1002716,Student,regular,22,17533,332.0,Budget,1,0.35,Food Court,3.6,0.03,Sarjapur Road
1002717,Office Worker,occasional,29,66089,424.0,Budget,2,0.2,Quick Bites,13.8,0.06,MG Road
1002718,Food Explorer,occasional,24,97215,591.0,Mid-range,2,0.7,Food Truck,8.7,0.06,Sarjapur Road
1002719,Student,regular,19,17773,253.0,Budget,2,0.35,Dessert Parlor,25.6,0.03,HSR
1002720,Family,regular,22,158691,785.0,Mid-range,6,0.15,Casual Dining,2.7,0.03,Bellandur
1002721,Office Worker,regular,25,78109,508.0,Mid-range,1,0.2,Delivery,1.8,0.03,HSR
1002722,Couple,power_user,27,86018,1117.0,Premium,2,0.3,Cafe,7.8,0.01,BTM
1002723,Office Worker,power_user,38,62165,417.0,Budget,1,0.2,Delivery,2.0,0.01,Koramangala 1st Block
1002724,Office Worker,trial_only,37,58669,511.0,Mid-range,1,0.2,Quick Bites,40.8,0.15,Whitefield
1002725,Student,power_user,20,26721,354.0,Budget,1,0.35,Beverage Shop,1.4,0.01,Jayanagar
1002726,Family,regular,46,98667,573.0,Mid-range,3,0.15,Dessert Parlor,4.5,0.03,Ulsoor
1002727,Couple,trial_only,28,82958,1191.0,Premium,3,0.3,Pub,33.2,0.15,Electronic City
1002728,Student,occasional,22,20579,258.0,Budget,3,0.35,Dessert Parlor,15.6,0.06,Koramangala 6th Block
