restaurant_id,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,listed_in(type),popularity_score,appeal_score
R03301,1,0,2.8,30,Basavanagudi,Cafe,"Cafe, Fast Food",900,Dine-out,0.130101649699497,0.4038327171881531
R03302,0,0,3.9,111,Basavanagudi,Casual Dining,"North Indian, Chinese, Mughlai",700,Dine-out,0.2749244909849134,0.5691491391751654
R03303,1,0,3.9,40,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food",600,Dine-out,0.2723935974487917,0.5178071543771421
R03304,0,0,2.9,34,Basavanagudi,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,Dine-out,0.1431474610572795,0.4125795902206217
R03305,0,0,,0,Basavanagudi,Casual Dining,North Indian,450,Dine-out,,0.3442019454913517
R03306,1,0,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200,Dine-out,0.219746948975837,0.4372161986926566
R03307,0,0,3.6,29,Basavanagudi,"Casual Dining, Bar","Asian, Continental",1000,Dine-out,0.2332918097632773,0.4749963099025359
R03308,1,0,3.6,35,Basavanagudi,Casual Dining,"North Indian, Chinese",800,Dine-out,0.2335056880902735,0.4814847107560416
R03309,0,0,3.2,6,Basavanagudi,"Beverage Shop, Quick Bites","Beverages, Sandwich",100,Dine-out,0.1808590396173188,0.4104851951345379
R03310,0,0,3.3,6,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese",450,Dine-out,0.1937622654237703,0.4132168807583084
R03311,0,0,,0,Basavanagudi,Casual Dining,"South Indian, Chinese",400,Dine-out,,0.3442019454913517
R03312,0,0,3.8,55,South Bangalore,Food Truck,"Chinese, Rolls, Biryani, Momos",300,Dine-out,0.2600250674598306,0.5217200602517785
R03313,0,0,3.6,36,Basavanagudi,Casual Dining,"North Indian, Chinese",900,Dine-out,0.2335413344781062,0.4824585323718975
R03314,0,0,4.5,2896,Basavanagudi,Quick Bites,South Indian,250,Dine-out,0.4516190359376916,0.8403138888018238
R03315,0,0,4.4,4460,Basavanagudi,Quick Bites,South Indian,150,Dine-out,0.4944667607015822,0.8376843062804444
R03316,0,0,4.8,2679,Basavanagudi,Quick Bites,South Indian,100,Dine-out,0.4825934471973506,0.9001501916770872
R03317,1,0,3.9,101,Basavanagudi,Quick Bites,South Indian,150,Dine-out,0.2745680271065864,0.5644985649916023
R03318,1,0,4.1,1720,Basavanagudi,Quick Bites,"North Indian, Kebab, Chinese, Fast Food",400,Dine-out,0.3580859806206303,0.7337148988973399
R03319,1,0,4.1,558,Basavanagudi,Quick Bites,South Indian,150,Dine-out,0.3166648779590334,0.6836418047996433
R03320,1,0,4.2,64,Basavanagudi,Quick Bites,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,Dine-out,0.3119587881761315,0.5807873242777177
R03321,1,0,4.1,449,Basavanagudi,Quick Bites,Street Food,100,Dine-out,0.3127794216852692,0.6734281788939815
R03322,1,0,3.8,319,Basavanagudi,Quick Bites,"Burger, Fast Food",400,Dine-out,0.2694357138476633,0.599955291088168
R03323,0,0,3.9,100,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,0.2745323807187537,0.5640066784758894
R03324,1,0,3.8,58,Basavanagudi,Quick Bites,Chinese,150,Dine-out,0.2601320066233287,0.5241374827377737
R03325,1,0,3.6,276,Basavanagudi,Quick Bites,"Burger, Fast Food",500,Dine-out,0.2420964675579541,0.5564373681725236
R03326,0,0,4.2,253,Basavanagudi,Quick Bites,South Indian,250,Dine-out,0.3186959554765117,0.6635789566259815
R03327,1,0,3.9,47,Basavanagudi,Quick Bites,South Indian,200,Dine-out,0.2726431221636207,0.5259953023177508
R03328,1,0,4.2,444,Basavanagudi,Quick Bites,South Indian,100,Dine-out,0.3255044155525574,0.692484655058601
R03329,0,0,4.1,279,Basavanagudi,Quick Bites,"Fast Food, Street Food",200,Dine-out,0.3067195357537102,0.6501365752189603
R03330,1,0,4.3,275,Basavanagudi,Quick Bites,South Indian,100,Dine-out,0.3323834018152826,0.6866505929437392
R03331,0,0,4.1,238,Basavanagudi,Quick Bites,South Indian,600,Dine-out,0.3052580338525695,0.6420236809624318
R03332,1,0,3.7,93,Basavanagudi,Quick Bites,Street Food,200,Dine-out,0.2484764043910216,0.5307076225498237
R03333,1,0,3.8,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,0.2607023488286519,0.5352131051951197
R03334,0,0,3.8,124,Basavanagudi,Quick Bites,"South Indian, Fast Food, North Indian, Desserts",300,Dine-out,0.2624846682202869,0.5584839570683962
R03335,1,0,3.9,18,Basavanagudi,Quick Bites,"South Indian, Healthy Food",200,Dine-out,0.2716093769164723,0.4781816222761336
R03336,1,0,3.9,770,Basavanagudi,Quick Bites,"Pizza, Fast Food",400,Dine-out,0.2984154605666625,0.6577510081841151
R03337,0,0,4.2,257,Basavanagudi,Quick Bites,South Indian,150,Dine-out,0.3188385410278425,0.6644208471207841
R03338,1,0,3.9,49,Basavanagudi,Quick Bites,Chinese,200,Dine-out,0.272714414939286,0.5281126988341296
R03339,0,0,4.2,196,Basavanagudi,Quick Bites,"Street Food, Fast Food",250,Dine-out,0.3166641113700478,0.6495563408652967
R03340,1,0,4.0,133,Basavanagudi,Quick Bites,Fast Food,200,Dine-out,0.2886119373236845,0.5943244778192092
R03341,1,0,4.1,169,Basavanagudi,Quick Bites,"Continental, Fast Food, Street Food, Momos",500,Dine-out,0.3027984330921132,0.6239049567596184
R03342,1,0,3.7,28,Basavanagudi,Quick Bites,South Indian,100,Dine-out,0.2461593891818962,0.4824707785358556
R03343,1,0,3.9,549,Basavanagudi,Quick Bites,"South Indian, Fast Food",300,Dine-out,0.2905376088556359,0.6430632001376638
R03344,0,0,4.1,181,Basavanagudi,Quick Bites,South Indian,100,Dine-out,0.3032261897461056,0.6276082051198681
R03345,1,0,3.1,23,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out,0.168561802404023,0.4285686320850529
R03346,1,0,2.9,142,Basavanagudi,Quick Bites,"Pizza, Fast Food",750,Dine-out,0.146997270943211,0.4150915198289876
R03347,1,0,3.9,75,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out,0.2736412210229362,0.5496572688346186
R03348,0,0,3.3,4,Basavanagudi,Quick Bites,"Healthy Food, South Indian",150,Dine-out,0.1936909726481049,0.4027184215425657
R03349,0,0,3.7,32,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300,Dine-out,0.2463019747332269,0.4877704365356969
R03350,1,0,3.7,50,Basavanagudi,Quick Bites,"Seafood, Chinese, South Indian, North Indian",300,Dine-out,0.2469436097142155,0.5056246371223477
R03351,1,0,,0,Basavanagudi,Quick Bites,Pizza,300,Dine-out,,0.3442019454913517
R03352,0,0,2.8,34,Basavanagudi,Quick Bites,Chinese,200,Dine-out,0.1302442352508278,0.4028790710499879
R03353,0,0,4.0,53,Basavanagudi,Quick Bites,South Indian,300,Dine-out,0.2857602262970685,0.5441638496161499
R03354,1,0,3.6,13,Basavanagudi,Quick Bites,South Indian,100,Dine-out,0.2327214675579541,0.4474438468181532
R03355,1,0,3.6,7,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,Dine-out,0.2325075892309579,0.4265054109951801
R03356,1,0,,0,Basavanagudi,Quick Bites,"Chinese, North Indian",300,Dine-out,,0.3442019454913517
R03357,1,0,3.8,177,Basavanagudi,Quick Bites,"Salad, Fast Food, Sandwich, Healthy Food",500,Dine-out,0.26437392677542,0.5742845636663931
R03358,0,0,4.2,280,Basavanagudi,Quick Bites,South Indian,150,Dine-out,0.3196584079479946,0.6689822397534211
R03359,1,0,3.3,5,Basavanagudi,Quick Bites,"Pizza, Beverages, Ice Cream",200,Dine-out,0.1937266190359376,0.4085104166976046
R03360,0,0,3.5,4,Basavanagudi,Quick Bites,South Indian,100,Dine-out,0.2194974242610081,0.4065225467075202
R03361,0,0,3.3,8,Basavanagudi,Quick Bites,"North Indian, Mughlai",300,Dine-out,0.1938335581994357,0.420486927776948
R03362,0,0,3.7,8,Basavanagudi,Quick Bites,"Street Food, Fast Food",100,Dine-out,0.2454464614252422,0.4344612651175972
R03363,0,0,3.5,5,Basavanagudi,Quick Bites,South Indian,150,Dine-out,0.2195330706488408,0.4131622001873587
R03364,0,0,4.1,52,Basavanagudi,Quick Bites,South Indian,150,Dine-out,0.2986278057156874,0.5550606933213463
R03365,0,0,,0,Basavanagudi,Quick Bites,"North Indian, Biryani, Fast Food",300,Dine-out,,0.3442019454913517
R03366,1,0,3.5,68,Basavanagudi,Quick Bites,Biryani,250,Dine-out,0.2217787930823009,0.4913247325948624
R03367,0,0,3.6,16,Basavanagudi,Quick Bites,South Indian,100,Dine-out,0.2328284067214522,0.4545553227127549
R03368,1,0,3.5,160,Basavanagudi,Quick Bites,"Mughlai, Biryani",400,Dine-out,0.2250582607629093,0.5187235633996007
R03369,1,0,3.9,142,Basavanagudi,Quick Bites,"Street Food, Fast Food",200,Dine-out,0.2760295290077271,0.5811322288731063
R03370,0,0,2.7,51,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese, Street Food",600,Dine-out,0.1179469980375322,0.3878005952374885
R03371,0,0,2.5,35,Basavanagudi,Quick Bites,Fast Food,200,Dine-out,0.0915702042193057,0.3730859139092718
R03372,0,0,4.0,65,Basavanagudi,Quick Bites,South Indian,200,Dine-out,0.2861879829510609,0.5555646290253122
R03373,1,0,3.4,6,Jayanagar,Quick Bites,"North Indian, Biryani, Fast Food",500,Dine-out,0.206665491230222,0.4159485663820789
R03374,0,0,,0,Basavanagudi,Quick Bites,South Indian,100,Dine-out,,0.3442019454913517
R03375,0,0,,0,Basavanagudi,Quick Bites,South Indian,100,Dine-out,,0.3442019454913517
R03376,0,0,,0,Basavanagudi,Quick Bites,"Fast Food, Maharashtrian",250,Dine-out,,0.3442019454913517
R03377,1,0,3.2,10,Basavanagudi,Quick Bites,"South Indian, Burger",200,Dine-out,0.1810016251686496,0.421719545694926
R03378,0,0,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,0.1678845210352017,0.3989142963776112
R03379,1,0,2.6,72,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,0.1057923463755672,0.3703582650567898
R03380,1,0,3.8,57,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,Dine-out,0.2600963602354961,0.5233458929009692
R03381,1,0,3.8,25,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350,Dine-out,0.2589556758248497,0.4860971359014789
R03382,1,0,3.2,4,Basavanagudi,Quick Bites,Rolls,100,Dine-out,0.1807877468416533,0.4008163589600885
R03383,1,0,3.9,34,Basavanagudi,Quick Bites,"North Indian, Rajasthani",200,Dine-out,0.2721797191217955,0.5095847819269604
R03384,0,0,3.6,46,Basavanagudi,Quick Bites,"Andhra, South Indian, Biryani, North Indian",450,Dine-out,0.2338977983564332,0.4909606428876231
R03385,0,0,3.8,150,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,Dine-out,0.2634114743039371,0.5669631838304785
R03386,0,0,,0,Basavanagudi,Quick Bites,"South Indian, Street Food",200,Dine-out,,0.3442019454913517
R03387,0,0,,0,Basavanagudi,Quick Bites,Fast Food,150,Dine-out,,0.3442019454913517
R03388,0,0,,0,Basavanagudi,Quick Bites,"South Indian, Chinese, North Indian",200,Dine-out,,0.3442019454913517
R03389,0,0,3.1,12,Basavanagudi,Quick Bites,"Beverages, Fast Food",150,Dine-out,0.1681696921378633,0.4204848935457307
R03390,1,0,3.3,4,Basavanagudi,Quick Bites,"North Indian, Chinese",300,Dine-out,0.1936909726481049,0.4027184215425657
R03391,0,0,3.7,16,Basavanagudi,Quick Bites,South Indian,150,Dine-out,0.2457316325279038,0.460561836131104
R03392,0,0,3.6,13,Basavanagudi,Quick Bites,"South Indian, Biryani",200,Dine-out,0.2327214675579541,0.4474438468181532
R03393,0,0,2.9,16,Basavanagudi,Quick Bites,South Indian,150,Dine-out,0.1425058260762909,0.4125097287843109
R03394,0,0,3.5,13,Basavanagudi,Quick Bites,"Biryani, North Indian",300,Dine-out,0.2198182417515024,0.442292427323944
R03395,0,0,3.7,29,Basavanagudi,Quick Bites,Street Food,150,Dine-out,0.2461950355697288,0.4838612801530101
R03396,0,0,3.3,6,Basavanagudi,Quick Bites,"Street Food, Fast Food",150,Dine-out,0.1937622654237703,0.4132168807583084
R03397,0,0,3.6,34,Basavanagudi,Quick Bites,South Indian,100,Dine-out,0.2334700417024408,0.4804832244150587
R03398,0,0,3.2,9,Basavanagudi,Quick Bites,South Indian,300,Dine-out,0.1809659787808168,0.4195277814457427
R03399,0,0,3.3,6,Basavanagudi,Quick Bites,"Biryani, Seafood, South Indian",150,Dine-out,0.1937622654237703,0.4132168807583084
R03400,0,0,3.2,4,Basavanagudi,Quick Bites,"South Indian, Biryani",100,Dine-out,0.1807877468416533,0.4008163589600885
R03401,0,0,3.4,6,Basavanagudi,Quick Bites,"Burger, Fast Food, Italian",300,Dine-out,0.206665491230222,0.4159485663820789
R03402,0,0,3.2,4,Basavanagudi,Quick Bites,"North Indian, Mughlai",250,Dine-out,0.1807877468416533,0.4008163589600885
R03403,0,0,3.3,5,Basavanagudi,Quick Bites,Fast Food,250,Dine-out,0.1937266190359376,0.4085104166976046
R03404,0,0,3.2,4,Basavanagudi,Quick Bites,Pizza,400,Dine-out,0.1807877468416533,0.4008163589600885
R03405,0,0,3.9,26,Basavanagudi,Quick Bites,"Street Food, Fast Food",300,Dine-out,0.271894548019134,0.4961473328928244
R03406,1,0,3.3,12,Basavanagudi,Quick Bites,South Indian,200,Dine-out,0.1939761437507665,0.4301746463243882
R03407,0,0,3.6,22,Basavanagudi,Quick Bites,"Fast Food, Rolls",150,Dine-out,0.2330422850484484,0.4654903269525262
R03408,0,0,,0,Basavanagudi,Quick Bites,"Biryani, Kebab, Chinese",350,Dine-out,,0.3442019454913517
R03409,0,0,,0,Basavanagudi,Quick Bites,"South Indian, Beverages",100,Dine-out,,0.3442019454913517
R03410,0,0,,0,Basavanagudi,Quick Bites,"Fast Food, Biryani",350,Dine-out,,0.3442019454913517
R03411,0,0,,0,Basavanagudi,Quick Bites,Fast Food,300,Dine-out,,0.3442019454913517
R03412,0,0,,0,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",100,Dine-out,,0.3442019454913517
R03413,1,0,3.8,166,Basavanagudi,Quick Bites,"Pizza, Italian",600,Dine-out,0.2639818165092603,0.5714521773156009
R03414,1,0,3.6,18,Basavanagudi,Quick Bites,"Chinese, Fast Food",300,Dine-out,0.2328996994971176,0.4585968253463892
R03415,0,0,3.1,9,Basavanagudi,Quick Bites,"Fast Food, Beverages",300,Dine-out,0.1680627529743652,0.4156761047162262
R03416,1,0,3.3,34,Basavanagudi,Quick Bites,Fast Food,200,Dine-out,0.1947603642830859,0.4513816669031572
R03417,1,0,4.0,157,Basavanagudi,Quick Bites,"Burger, Fast Food, Beverages",600,Dine-out,0.2894674506316693,0.6029200847362371
R03418,0,0,3.2,6,Basavanagudi,Quick Bites,North Indian,100,Dine-out,0.1808590396173188,0.4104851951345379
R03419,0,0,,0,Basavanagudi,Quick Bites,Biryani,250,Dine-out,,0.3442019454913517
R03420,0,0,,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",150,Dine-out,,0.3442019454913517
R03421,1,1,4.2,2049,Jayanagar,Casual Dining,"North Indian, South Indian",1000,Dine-out,0.3827168680240402,0.7621964501170664
R03422,1,0,4.5,4569,Jayanagar,Casual Dining,"Biryani, Andhra, North Indian, Seafood",600,Dine-out,0.5112554427817981,0.8599166778730718
R03423,1,1,4.1,1903,Jayanagar,Casual Dining,"North Indian, Mughlai, Afghan",1200,Dine-out,0.3646092695940144,0.7380554614046146
R03424,0,1,4.1,2359,Jayanagar,Casual Dining,"North Indian, Chinese",950,Dine-out,0.3808640224457254,0.7472225255499317
R03425,1,1,4.3,1302,Jayanagar,"Casual Dining, Cafe","Healthy Food, Cafe, Beverages",800,Dine-out,0.3689922421194652,0.7631501421443039
R03426,1,1,4.1,2365,Jayanagar,Casual Dining,"North Indian, Chinese, BBQ",1500,Dine-out,0.3810779007727216,0.747330529211108
R03427,0,1,4.3,1278,Jayanagar,"Casual Dining, Bar","Pizza, Italian, Chinese, Thai",1000,Dine-out,0.3681367288114803,0.7623148419273462
R03428,1,0,4.2,109,Jayanagar,Casual Dining,"Asian, Chinese, Continental, Italian",800,Dine-out,0.3135628756286029,0.6149039354359519
R03429,1,1,4.1,336,Jayanagar,Casual Dining,"Continental, Biryani, Desserts, Italian, North Indian, Chinese, Modern Indian, Asian",700,Dine-out,0.3087513798601741,0.6594042751234788
R03430,1,1,4.3,1161,Jayanagar,Casual Dining,"Italian, Salad",1300,Dine-out,0.3639661014350545,0.7579839845884493
R03431,0,0,4.2,760,Jayanagar,Quick Bites,"South Indian, Biryani",350,Dine-out,0.3367686741076904,0.7180963376794645
R03432,1,0,4.0,201,Jayanagar,Casual Dining,North Indian,800,Dine-out,0.2910358916963081,0.6154219668742512
R03433,1,0,3.7,429,Jayanagar,Casual Dining,"Andhra, Seafood, North Indian, Chinese",700,Dine-out,0.2604535907028087,0.5931297366068793
R03434,0,0,4.2,737,Jayanagar,Cafe,Cafe,500,Dine-out,0.3359488071875383,0.7166734747448174
R03435,1,1,4.1,682,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",1000,Dine-out,0.3210850300502881,0.6928776704402023
R03436,1,1,4.1,1008,Jayanagar,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian",1500,Dine-out,0.3327057524837482,0.7104199339475675
R03437,1,0,4.1,825,Jayanagar,Cafe,"Cafe, Fast Food, Beverages",400,Dine-out,0.3261824635103642,0.7014899409165731
R03438,1,0,4.2,325,Banashankari,Quick Bites,North Indian,350,Dine-out,0.3212624954004661,0.6767627135853113
R03439,1,0,4.4,5060,Jayanagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750,Dine-out,0.515854593401202,0.8430315419080938
R03440,1,1,4.1,804,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,Dine-out,0.3254338893658775,0.7003310878644298
R03441,1,1,4.0,884,Jayanagar,Casual Dining,"North Indian, Continental",900,Dine-out,0.3153823745860419,0.6841335660467296
R03442,0,0,4.0,950,Jayanagar,Casual Dining,"Andhra, Biryani",600,Dine-out,0.3177350361830001,0.687278571661165
R03443,1,0,4.1,631,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese, Andhra, South Indian",750,Dine-out,0.3192670642708204,0.6893208398294481
R03444,0,1,4.2,731,Jayanagar,Cafe,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",800,Dine-out,0.3357349288605421,0.7162942441308626
R03445,1,1,4.1,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200,Dine-out,0.3125298969704402,0.6726803755225359
R03446,0,1,,0,Jayanagar,Cafe,"Cafe, Healthy Food",800,Dine-out,,0.3442019454913517
R03447,1,1,4.2,354,Banashankari,Casual Dining,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,Dine-out,0.3222962406476143,0.6811427243211293
R03448,0,1,4.1,102,Jayanagar,Cafe,"Cafe, Chinese, Continental, Fast Food",800,Dine-out,0.3004101251073224,0.5955113942307169
R03449,1,1,4.1,364,Jayanagar,Casual Dining,"Thai, Vietnamese, Asian, Chinese",1200,Dine-out,0.3097494787194896,0.66332593812752
R03450,1,0,4.0,465,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Dine-out,0.3004465380841408,0.6554254779996318
R03451,1,0,3.8,242,Jayanagar,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",650,Dine-out,0.2666909419845455,0.5879886511755743
R03452,1,1,4.2,2115,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Dine-out,0.3850695296209984,0.7635630210067832
R03453,0,0,4.2,223,Jayanagar,Cafe,"Cafe, Salad, Wraps, Beverages",800,Dine-out,0.3176265638415307,0.6567226493900409
R03454,1,0,4.3,322,Jayanagar,Casual Dining,South Indian,400,Dine-out,0.3340587820434195,0.6952652978294536
R03455,1,1,4.1,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,Dine-out,0.3346663038145467,0.7127675936942742
R03456,1,0,4.4,181,Jayanagar,Beverage Shop,"Beverages, Tea",250,Dine-out,0.3419358671654606,0.6799470555735069
R03457,0,0,4.2,244,Banashankari,Casual Dining,"Italian, North Indian, Mexican",800,Dine-out,0.3183751379860174,0.6616264375253323
R03458,0,0,3.9,284,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",450,Dine-out,0.2810913160799704,0.6136346579672701
R03459,1,0,3.9,221,Jayanagar,Casual Dining,Chinese,700,Dine-out,0.2788455936465104,0.6020786824602782
R03460,0,0,4.1,868,Banashankari,Pub,"Continental, Italian, Mexican, North Indian, Chinese, Steak",1200,Dine-out,0.3277152581871703,0.7037668624765825
R03461,0,0,4.1,707,Jayanagar,Cafe,"Cafe, Healthy Food",850,Dine-out,0.3219761897461056,0.6945169249023203
R03462,1,0,4.2,261,Jayanagar,Cafe,"Cafe, Continental, Beverages",700,Dine-out,0.3189811265791733,0.6652475683406516
R03463,0,1,3.8,977,Banashankari,Lounge,Finger Food,1300,Dine-out,0.2928910370415797,0.647426608668549
R03464,1,1,4.2,150,Banashankari,Cafe,"Cafe, Italian, Continental",600,Dine-out,0.3150243775297436,0.6341826730017943
R03465,1,1,4.2,1901,Jayanagar,Cafe,"Cafe, Continental, Sandwich, Beverages",800,Dine-out,0.3774412026248007,0.7589568491885605
R03466,0,0,4.0,104,City Market,Casual Dining,"North Indian, Chinese",650,Dine-out,0.2875781920765362,0.5812913064030611
R03467,1,0,4.0,324,Banashankari,Cafe,"Cafe, Italian, Continental",700,Dine-out,0.2954203973997301,0.638614562597178
R03468,1,0,4.6,228,Jayanagar,Cafe,"Cafe, Beverages",400,Dine-out,0.3694176990065006,0.7304849765015672
R03469,1,0,4.2,504,Banashankari,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",550,Dine-out,0.3276431988225193,0.6986762390895289
R03470,0,1,4.0,370,Jayanagar,Casual Dining,"North Indian, Continental, Chinese, South Indian",1000,Dine-out,0.2970601312400343,0.6448585262432488
R03471,1,0,4.2,1647,Banashankari,Casual Dining,"Chinese, Thai, Momos",600,Dine-out,0.368387020115295,0.7527259063331111
R03472,1,0,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,Dine-out,0.3014082239666379,0.6093974948090416
R03473,1,1,4.2,815,Jayanagar,Casual Dining,"North Indian, Chinese",900,Dine-out,0.3387292254384889,0.721315408269601
R03474,0,0,4.2,380,Jayanagar,Quick Bites,"Biryani, Kebab",400,Dine-out,0.3232230467312645,0.6847316682275133
R03475,0,1,3.6,571,Jayanagar,Casual Dining,"Continental, Italian, Chinese, North Indian",800,Dine-out,0.2526121519686005,0.5848874035113786
R03476,1,1,3.5,431,Jayanagar,Casual Dining,North Indian,800,Dine-out,0.2347184318655709,0.5542414253928076
R03477,1,0,4.0,1778,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,Dine-out,0.3472502453084754,0.7142247565280887
R03478,0,0,4.1,108,Jayanagar,Cafe,"Cafe, Desserts",700,Dine-out,0.3006240034343185,0.598822819578589
R03479,1,0,4.0,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350,Dine-out,0.2887188764871826,0.5954895474838002
R03480,1,1,4.1,553,Jayanagar,Casual Dining,"Italian, Mexican",900,Dine-out,0.3164866460198699,0.6832233731240314
R03481,1,0,3.9,14,Jayanagar,Casual Dining,"North Indian, South Indian",600,Dine-out,0.2714667913651415,0.4663199400969813
R03482,1,0,3.9,135,Banashankari,Casual Dining,"North Indian, Chinese, Continental",800,Dine-out,0.2757800042928982,0.5786909949658068
R03483,1,0,3.8,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Dine-out,0.2907879001594504,0.6448167532738462
R03484,1,0,3.8,59,Banashankari,Casual Dining,"North Indian, Chinese",750,Dine-out,0.2601676530111614,0.5249154840450476
R03485,0,0,3.8,71,Jayanagar,Food Court,"South Indian, Chinese, North Indian",1200,Dine-out,0.2605954096651539,0.5333341693760678
R03486,0,0,3.7,38,Jayanagar,Quick Bites,"North Indian, Chinese, South Indian",350,Dine-out,0.2465158530602232,0.4946220092760688
R03487,1,0,3.9,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,Dine-out,0.2792733503005028,0.604533477758046
R03488,1,0,3.6,105,Banashankari,Casual Dining,Vietnamese,700,Dine-out,0.2360009352385624,0.5202480898367017
R03489,1,0,3.5,13,Shanti Nagar,Quick Bites,North Indian,300,Dine-out,0.2198182417515024,0.442292427323944
R03490,1,0,3.8,155,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,Dine-out,0.2635897062431006,0.5684174584739033
R03491,0,0,3.5,21,Shanti Nagar,Casual Dining,"South Indian, Chinese",450,Dine-out,0.220103412854164,0.456643703999298
R03492,0,0,4.4,134,Jayanagar,Quick Bites,South Indian,150,Dine-out,0.3402604869373237,0.660255692227217
R03493,1,0,3.8,90,Banashankari,Cafe,Cafe,650,Dine-out,0.2612726910339751,0.5440779195020734
R03494,1,0,3.0,73,Shanti Nagar,Casual Dining,North Indian,500,Dine-out,0.1574408959892064,0.4249766745960192
R03495,1,0,3.9,144,Jayanagar,Casual Dining,"North Indian, Chinese, Rolls",550,Dine-out,0.2761008217833925,0.5818059369961046
R03496,0,1,3.7,151,Jayanagar,Lounge,"North Indian, Afghani",1350,Dine-out,0.2505438948853182,0.5504292353962719
R03497,0,0,4.0,1047,Banashankari,Quick Bites,"Italian, Continental, Fast Food, Chinese, Momos",450,Dine-out,0.3211927358027719,0.6915063850180496
R03498,1,1,4.0,633,Banashankari,Casual Dining,"North Indian, Chinese",800,Dine-out,0.3064351312400343,0.6693696131289127
R03499,0,0,3.5,334,Jayanagar,Casual Dining,North Indian,600,Dine-out,0.231260732245799,0.5447581592189911
R03500,1,0,3.8,133,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",300,Dine-out,0.2628054857107812,0.5616122808188464
R03501,0,0,3.4,22,City Market,Casual Dining,"Arabian, North Indian, Chinese, Kerala",400,Dine-out,0.2072358334355451,0.4505455495187764
R03502,0,0,3.9,36,City Market,Quick Bites,Biryani,250,Dine-out,0.272251011897461,0.5124715977967005
R03503,0,0,3.8,68,City Market,Quick Bites,"North Indian, Biryani",400,Dine-out,0.2604884705016557,0.5313727475194976
R03504,1,0,3.9,49,Jayanagar,Quick Bites,"South Indian, North Indian",200,Dine-out,0.272714414939286,0.5281126988341296
R03505,0,0,3.7,43,Banashankari,"Bar, Casual Dining","North Indian, Chinese",700,Dine-out,0.2466940849993867,0.4995694252248905
R03506,0,0,3.7,46,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food",400,Dine-out,0.2468010241628848,0.502274635835117
R03507,0,0,4.2,421,Jayanagar,Quick Bites,South Indian,100,Dine-out,0.3246845486324052,0.6898544686200229
R03508,1,0,3.8,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out,0.2701486416043173,0.6025734088927112
R03509,0,0,3.0,27,Wilson Garden,Casual Dining,"North Indian, Arabian, Chinese",400,Dine-out,0.1558011621489022,0.421557040218964
R03510,1,0,,0,Jayanagar,Cafe,"Cafe, Continental",700,Dine-out,,0.3442019454913517
